t1_s t1_ns t4_s t4_ns dt_s dt_ns dt_T addend corr_ppb mpd_ns sync_period_ns
19944 266461413 19940 967850553 0        45 9 3579221550 -224.125687 1950 079989584
19944 346503133 19940 967850553 0        15 3 3579221868 88.981117 1950 080041720
19944 426498497 19940 967850553 0        35 7 3579221465 -112.668289 1950 079995364
19944 506471101 19940 967850553 0         0 0 3579221910 124.491135 1950 079972604
19944 586522821 19940 967850553 0       -20 -4 3579222249 94.791184 1950 080051720
19944 666480349 19940 967850553 0        10 2 3579221825 -118.533623 1950 079957528
19944 744616445 19940 967850553 0         5 1 3579221865 11.288136 1950 078136096
19944 824644620 19940 967850553 0       -19 -3 3579222252 108.284645 1950 080028175
19944 906494628 19940 967850553 0        -9 -1 3579222160 -25.886246 1950 081850008
19944 986561456 19940 967850553 0       -24 -4 3579222455 82.440064 1950 080066828
19945 066516288 19940 967850553 0       -34 -6 3579222727 76.036972 1950 079954832
19945 144613224 19940 967850553 0       -19 -3 3579222625 -28.643551 1950 078096936
19945 224610328 19940 967850553 0        16 3 3579222106 -145.105988 1950 079997104
19945 306544388 19940 967850553 0        26 5 3579221879 -63.603531 1950 081934060
19945 386575988 19942 092876680 0         2 0 3579222168 80.814949 1954 080031600
